local_authority_code,local_authority_name,LSOACD,LSOANM,house_price_year_ending_dec_2016,house_price_year_ending_mar_2021
E09000028,Southwark,E01003940,Southwark 006B,410000,
E09000028,Southwark,E01003950,Southwark 032B,350000,499000
E09000030,Tower Hamlets,E01004219,Tower Hamlets 028B,338500,512275
E09000030,Tower Hamlets,E01004243,Tower Hamlets 020A,432500,
E09000031,Waltham Forest,E01004332,Waltham Forest 028F,435000,407500
E09000031,Waltham Forest,E01004400,Waltham Forest 009C,365000,537500
E09000005,Brent,E01000627,Brent 014E,165000,
E09000025,Newham,E01033579,Newham 013F,350000,450000
E09000025,Newham,E01003492,Newham 025A,358000,
E09000026,Redbridge,E01003706,Redbridge 010B,375000,443000
E09000004,Bexley,E01000426,Bexley 026B,340000,418750
E09000008,Croydon,E01001075,Croydon 040C,370000,368000
E09000015,Harrow,E01002126,Harrow 023A,335000,435000
E09000018,Hounslow,E01002591,Hounslow 024A,365500,435000
E09000018,Hounslow,E01002615,Hounslow 026E,275000,
E09000025,Newham,E01003594,Newham 026A,310000,445000
E09000031,Waltham Forest,E01004419,Waltham Forest 008E,365000,490000
E09000014,Haringey,E01002097,Haringey 005D,370000,425000
E09000006,Bromley,E01000792,Bromley 032C,374998,425000
E09000010,Enfield,E01001512,Enfield 015D,310000,317500
E09000003,Barnet,E01000134,Barnet 024F,338000,400000
E09000004,Bexley,E01000398,Bexley 029A,337500,360000
E09000031,Waltham Forest,E01004429,Waltham Forest 026C,480000,500000
E09000017,Hillingdon,E01002553,Hillingdon 025E,374750,387500
E09000026,Redbridge,E01003685,Redbridge 030C,350000,
E09000029,Sutton,E01004149,Sutton 012E,287000,425000
E09000030,Tower Hamlets,E01004226,Tower Hamlets 001D,374000,375000
E09000031,Waltham Forest,E01004393,Waltham Forest 014B,335000,437000
E09000017,Hillingdon,E01002402,Hillingdon 024C,245000,435000
E09000003,Barnet,E01033572,Barnet 030E,392500,485000
E09000008,Croydon,E01000981,Croydon 017B,398500,387250
E09000008,Croydon,E01001128,Croydon 025B,235000,382500
E09000008,Croydon,E01001150,Croydon 006C,387500,457500
E09000011,Greenwich,E01001609,Greenwich 027D,400000,595000
E09000014,Haringey,E01002072,Haringey 025D,385000,450000
E09000022,Lambeth,E01003154,Lambeth 030E,363000,442500
E09000025,Newham,E01003519,Newham 032E,,
E09000003,Barnet,E01000221,Barnet 039B,,
E09000012,Hackney,E01001847,Hackney 018B,470250,430000
E09000008,Croydon,E01000997,Croydon 009D,350000,400000
E09000010,Enfield,E01001522,Enfield 019B,359500,410000
E09000011,Greenwich,E01001591,Greenwich 012C,413500,422500
E09000015,Harrow,E01002218,Harrow 030A,360000,317500
E09000016,Havering,E01002329,Havering 011D,345000,367500
E09000028,Southwark,E01003990,Southwark 018D,382000,375000
E09000016,Havering,E01002351,Havering 016C,329750,381250
E09000010,Enfield,E01001393,Enfield 036C,465250,585500
E09000010,Enfield,E01001477,Enfield 018B,300000,360000
E09000012,Hackney,E01001787,Hackney 013B,439750,490000
E09000015,Harrow,E01002181,Harrow 020C,370000,480000
E09000016,Havering,E01002363,Havering 020D,355000,426250
E09000017,Hillingdon,E01002507,Hillingdon 027F,387500,
E09000026,Redbridge,E01003699,Redbridge 006B,368000,432000
E09000006,Bromley,E01000798,Bromley 009D,342500,384000
E09000004,Bexley,E01000351,Bexley 024A,355500,373750
E09000004,Bexley,E01000417,Bexley 006B,260000,465000
E09000031,Waltham Forest,E01004443,Waltham Forest 016E,520000,700000
E09000003,Barnet,E01000313,Barnet 036F,357500,360000
E09000005,Brent,E01000570,Brent 012A,,
E09000008,Croydon,E01001149,Croydon 006B,335000,297000
E09000008,Croydon,E01001153,Croydon 006D,350000,424650
E09000009,Ealing,E01001340,Ealing 029G,325000,377000
E09000010,Enfield,E01001480,Enfield 024D,259998,419995
E09000011,Greenwich,E01001638,Greenwich 038A,334000,437000
E09000014,Haringey,E01002032,Haringey 010C,390000,475000
E09000015,Harrow,E01002165,Harrow 017A,465000,495000
E09000017,Hillingdon,E01002409,Hillingdon 019B,403000,380000
E09000025,Newham,E01003557,Newham 006D,375000,502500
E09000025,Newham,E01003560,Newham 011B,335000,
E09000016,Havering,E01002255,Havering 022A,375000,381250
E09000004,Bexley,E01000389,Bexley 020E,356500,436250
E09000010,Enfield,E01001435,Enfield 007C,354750,373500
E09000011,Greenwich,E01001624,Greenwich 025D,400000,454250
E09000031,Waltham Forest,E01004397,Waltham Forest 017C,393650,426500
E09000031,Waltham Forest,E01004406,Waltham Forest 016A,445000,641010
E09000032,Wandsworth,E01004575,Wandsworth 013C,400000,1100000
E09000004,Bexley,E01000394,Bexley 015E,394000,425000
E09000030,Tower Hamlets,E01004250,Tower Hamlets 020D,386250,365000
E09000017,Hillingdon,E01002492,Hillingdon 030E,380000,
E09000018,Hounslow,E01002620,Hounslow 004A,310000,332500
E09000006,Bromley,E01000675,Bromley 018B,340000,460000
E09000023,Lewisham,E01003331,Lewisham 033C,425000,625000
E09000004,Bexley,E01000361,Bexley 020C,372500,385000
E09000004,Bexley,E01000390,Bexley 020F,397000,433250
E09000004,Bexley,E01000427,Bexley 026C,345000,400000
E09000004,Bexley,E01000463,Bexley 025E,407500,440000
E09000005,Brent,E01000519,Brent 005B,335000,535000
E09000005,Brent,E01000527,Brent 025E,347000,350500
E09000006,Bromley,E01000699,Bromley 015A,373000,425000
E09000006,Bromley,E01000819,Bromley 040C,345750,410000
E09000008,Croydon,E01001033,Croydon 031A,353000,438800
E09000008,Croydon,E01001134,Croydon 018E,350000,375000
E09000008,Croydon,E01001174,Croydon 011A,310500,
E09000008,Croydon,E01032569,Croydon 045E,331250,305000
E09000013,Hammersmith and Fulham,E01001944,Hammersmith and Fulham 004B,315000,
E09000014,Haringey,E01002003,Haringey 023C,423500,479000
E09000015,Harrow,E01002237,Harrow 024A,350000,336250
E09000016,Havering,E01002260,Havering 026A,332500,371250
E09000016,Havering,E01002268,Havering 010A,360000,416000
E09000016,Havering,E01002336,Havering 008C,382500,415000
E09000017,Hillingdon,E01002394,Hillingdon 021A,352500,397500
E09000017,Hillingdon,E01002472,Hillingdon 002A,650000,449975
E09000017,Hillingdon,E01033724,Hillingdon 016F,400000,357500
E09000018,Hounslow,E01002669,Hounslow 014B,359950,360000
E09000018,Hounslow,E01002686,Hounslow 006E,470125,485500
E09000022,Lambeth,E01003063,Lambeth 033B,444975,385000
E09000023,Lewisham,E01003203,Lewisham 009D,320000,370000
E09000023,Lewisham,E01003345,Lewisham 010E,430000,603500
E09000024,Merton,E01003378,Merton 018B,340000,375000
E09000024,Merton,E01003447,Merton 016D,350000,340000
E09000025,Newham,E01003525,Newham 018D,300000,
E09000025,Newham,E01003627,Newham 015C,305000,
E09000025,Newham,E01033576,Newham 034H,396000,445000
E09000026,Redbridge,E01003683,Redbridge 030A,399000,410000
E09000026,Redbridge,E01003743,Redbridge 031G,376000,
E09000026,Redbridge,E01003750,Redbridge 001G,341000,395000
E09000030,Tower Hamlets,E01004236,Tower Hamlets 008B,345000,
E09000030,Tower Hamlets,E01004267,Tower Hamlets 012D,390000,412500
E09000030,Tower Hamlets,E01004295,Tower Hamlets 026C,425000,290500
E09000030,Tower Hamlets,E01004305,Tower Hamlets 022D,360000,
E09000031,Waltham Forest,E01004392,Waltham Forest 017A,442025,492500
E09000031,Waltham Forest,E01004420,Waltham Forest 020C,399995,550000
E09000031,Waltham Forest,E01004463,Waltham Forest 012E,397350,450000
E09000017,Hillingdon,E01002440,Hillingdon 003C,425000,407475
E09000004,Bexley,E01000370,Bexley 014D,353500,460900
E09000010,Enfield,E01001471,Enfield 010C,300000,361250
E09000023,Lewisham,E01003330,Lewisham 033B,396250,470000
E09000025,Newham,E01003545,Newham 006A,390000,485000
E09000026,Redbridge,E01003721,Redbridge 003A,404000,482000
E09000026,Redbridge,E01003729,Redbridge 032B,345000,385000
E09000029,Sutton,E01004148,Sutton 014B,356000,360000
E09000002,Barking and Dagenham,E01000066,Barking and Dagenham 011A,241250,401500
E09000010,Enfield,E01001537,Enfield 005E,326500,450000
E09000025,Newham,E01003566,Newham 014D,220000,
E09000031,Waltham Forest,E01004363,Waltham Forest 019A,508000,715000
E09000004,Bexley,E01000400,Bexley 029C,285000,415000
E09000004,Bexley,E01000442,Bexley 006E,385000,410000
E09000008,Croydon,E01001163,Croydon 002E,405000,450000
E09000016,Havering,E01002300,Havering 007E,338500,422500
E09000023,Lewisham,E01033324,Lewisham 008E,651250,636000
E09000030,Tower Hamlets,E01004239,Tower Hamlets 008E,392500,350000
E09000011,Greenwich,E01001617,Greenwich 028D,350000,392500
E09000004,Bexley,E01000364,Bexley 023A,339000,450500
E09000004,Bexley,E01000455,Bexley 013D,370000,445000
E09000008,Croydon,E01001071,Croydon 042B,385000,455000
E09000010,Enfield,E01001514,Enfield 016E,385000,400000
E09000010,Enfield,E01001547,Enfield 002C,367000,
E09000018,Hounslow,E01002610,Hounslow 028C,345000,415000
E09000023,Lewisham,E01003350,Lewisham 030C,376000,410000
E09000025,Newham,E01003619,Newham 012D,355000,320000
E09000010,Enfield,E01001436,Enfield 007D,387498,430000
E09000022,Lambeth,E01003174,Lambeth 024C,374000,430250
E09000024,Merton,E01003406,Merton 008D,245000,475050
E09000026,Redbridge,E01003762,Redbridge 009D,420000,534000
E09000031,Waltham Forest,E01004344,Waltham Forest 008B,410000,448500
E09000024,Merton,E01003438,Merton 024A,340000,375000
E09000003,Barnet,E01000142,Barnet 040B,300000,454000
E09000004,Bexley,E01000410,Bexley 018D,341250,418000
E09000005,Brent,E01000628,Brent 014F,540000,
E09000017,Hillingdon,E01002548,Hillingdon 025A,374000,426000
E09000022,Lambeth,E01003062,Lambeth 033A,463750,475000
E09000024,Merton,E01003411,Merton 014C,410000,392500
E09000026,Redbridge,E01003665,Redbridge 019E,364998,415000
E09000029,Sutton,E01004146,Sutton 007C,335000,415000
E09000031,Waltham Forest,E01004418,Waltham Forest 008D,375000,442500
E09000030,Tower Hamlets,E01004302,Tower Hamlets 025C,347500,
E09000026,Redbridge,E01003776,Redbridge 014C,405000,400000
E09000012,Hackney,E01001714,Hackney 002A,514750,586000
E09000008,Croydon,E01001044,Croydon 023A,375000,546391
E09000009,Ealing,E01001239,Ealing 015C,380000,
E09000017,Hillingdon,E01002457,Hillingdon 019E,400500,372500
E09000018,Hounslow,E01002558,Hounslow 023B,270000,347000
E09000018,Hounslow,E01002616,Hounslow 027E,355000,440000
E09000023,Lewisham,E01003270,Lewisham 023D,332500,475000
E09000026,Redbridge,E01033592,Redbridge 019I,329250,396000
E09000030,Tower Hamlets,E01004298,Tower Hamlets 022A,362500,479500
E09000032,Wandsworth,E01004528,Wandsworth 035D,472500,382475
E09000015,Harrow,E01002215,Harrow 031B,396075,
E09000015,Harrow,E01002164,Harrow 021D,350000,362500
E09000029,Sutton,E01004161,Sutton 014E,405000,435099
E09000029,Sutton,E01004194,Sutton 008E,254500,375000
E09000015,Harrow,E01002233,Harrow 011B,348500,400000
E09000004,Bexley,E01000450,Bexley 009E,342500,365000
E09000022,Lambeth,E01003184,Lambeth 007B,337500,400000
E09000028,Southwark,E01003961,Southwark 012B,,475000
E09000029,Sutton,E01004107,Sutton 020B,355000,407750
E09000004,Bexley,E01000383,Bexley 028B,405123,495000
E09000006,Bromley,E01000709,Bromley 006A,386250,360000
E09000017,Hillingdon,E01002441,Hillingdon 003D,406000,380000
E09000018,Hounslow,E01002560,Hounslow 023D,382500,425000
E09000018,Hounslow,E01002608,Hounslow 028A,325000,370000
E09000004,Bexley,E01000388,Bexley 016A,375000,422500
E09000006,Bromley,E01000790,Bromley 028C,247725,410000
E09000009,Ealing,E01001327,Ealing 009B,411500,
E09000011,Greenwich,E01001607,Greenwich 027B,415000,460000
E09000012,Hackney,E01001850,Hackney 019F,308750,
E09000015,Harrow,E01002120,Harrow 007B,399950,
E09000017,Hillingdon,E01002552,Hillingdon 025D,403000,410000
E09000023,Lewisham,E01003256,Lewisham 028A,390000,457000
E09000023,Lewisham,E01003293,Lewisham 017B,385000,467500
E09000030,Tower Hamlets,E01004252,Tower Hamlets 024A,371923,382500
E09000031,Waltham Forest,E01004469,Waltham Forest 013D,341550,330000
E09000016,Havering,E01002343,Havering 029A,360000,391000
E09000030,Tower Hamlets,E01004205,Tower Hamlets 013A,400000,540000
E09000004,Bexley,E01000409,Bexley 016C,414000,435000
E09000006,Bromley,E01000674,Bromley 008A,366000,389250
E09000008,Croydon,E01000983,Croydon 017D,390000,435000
E09000008,Croydon,E01001073,Croydon 037A,358000,490500
E09000008,Croydon,E01001087,Croydon 003C,300000,385000
E09000014,Haringey,E01001981,Haringey 018B,359500,509500
E09000022,Lambeth,E01003047,Lambeth 011B,502500,500000
E09000022,Lambeth,E01003066,Lambeth 028B,385000,425000
E09000024,Merton,E01003453,Merton 023E,401000,450000
E09000033,Westminster,E01004754,Westminster 010A,535000,
E09000008,Croydon,E01001161,Croydon 003D,373000,
E09000031,Waltham Forest,E01004442,Waltham Forest 021E,362575,470000
E09000003,Barnet,E01000133,Barnet 021C,370000,405000
E09000008,Croydon,E01001162,Croydon 001D,377500,315000
E09000009,Ealing,E01001315,Ealing 003A,360000,387500
E09000009,Ealing,E01001364,Ealing 026E,,
E09000010,Enfield,E01001519,Enfield 020D,378000,380000
E09000012,Hackney,E01033702,Hackney 028C,404173,426500
E09000017,Hillingdon,E01002446,Hillingdon 031B,410000,470000
E09000017,Hillingdon,E01002506,Hillingdon 027E,249000,400000
E09000017,Hillingdon,E01002514,Hillingdon 015C,364975,372500
E09000022,Lambeth,E01003120,Lambeth 032D,405000,452500
E09000023,Lewisham,E01003230,Lewisham 019E,417500,450000
E09000025,Newham,E01003513,Newham 035D,315000,383000
E09000017,Hillingdon,E01002450,Hillingdon 014A,374000,420000
E09000018,Hounslow,E01002595,Hounslow 022E,331500,427500
E09000023,Lewisham,E01003215,Lewisham 005E,352500,370000
E09000004,Bexley,E01000329,Bexley 017C,365343,410100
E09000004,Bexley,E01000452,Bexley 009G,365000,415000
E09000010,Enfield,E01001406,Enfield 015B,280000,381000
E09000018,Hounslow,E01002660,Hounslow 016C,390000,
E09000025,Newham,E01033583,Newham 013G,490000,600000
E09000026,Redbridge,E01003724,Redbridge 003B,535000,510000
E09000016,Havering,E01002338,Havering 009E,375000,405000
E09000023,Lewisham,E01003251,Lewisham 002C,290000,330000
E09000010,Enfield,E01001478,Enfield 016B,380000,406750
E09000011,Greenwich,E01001619,Greenwich 030D,277500,390500
E09000014,Haringey,E01001980,Haringey 018A,475000,437500
E09000022,Lambeth,E01003132,Lambeth 024A,350000,320000
E09000023,Lewisham,E01003247,Lewisham 001C,395000,460000
E09000026,Redbridge,E01003666,Redbridge 019F,233750,310000
E09000028,Southwark,E01003948,Southwark 033D,382000,467500
E09000031,Waltham Forest,E01004390,Waltham Forest 003E,376750,410000
E09000021,Kingston upon Thames,E01002945,Kingston upon Thames 019B,354500,375000
E09000022,Lambeth,E01003139,Lambeth 035A,480000,555000
E09000031,Waltham Forest,E01004391,Waltham Forest 014A,353500,375000
E09000002,Barking and Dagenham,E01000006,Barking and Dagenham 016A,403000,412500
E09000002,Barking and Dagenham,E01000032,Barking and Dagenham 002B,233000,411000
E09000002,Barking and Dagenham,E01000110,Barking and Dagenham 002C,357500,425000
E09000003,Barnet,E01000128,Barnet 024C,360000,455000
E09000003,Barnet,E01000130,Barnet 021A,378500,297000
E09000003,Barnet,E01000132,Barnet 021B,366444,412000
E09000003,Barnet,E01000155,Barnet 030D,351500,385000
E09000003,Barnet,E01000157,Barnet 022B,416500,360000
E09000003,Barnet,E01000185,Barnet 029F,352500,
E09000003,Barnet,E01000235,Barnet 021E,420000,430000
E09000003,Barnet,E01000252,Barnet 002E,485000,470000
E09000003,Barnet,E01000257,Barnet 017B,499950,465000
E09000003,Barnet,E01000265,Barnet 011A,360000,367500
E09000003,Barnet,E01000305,Barnet 036B,420000,
E09000003,Barnet,E01000312,Barnet 036E,315500,396250
E09000003,Barnet,E01000323,Barnet 019F,375000,395000
E09000004,Bexley,E01000328,Bexley 017B,375000,420000
E09000004,Bexley,E01000341,Bexley 022A,355500,435000
E09000004,Bexley,E01000355,Bexley 011C,425000,395000
E09000004,Bexley,E01000358,Bexley 011D,430000,446500
E09000004,Bexley,E01000366,Bexley 015D,352500,424000
E09000004,Bexley,E01000421,Bexley 009D,393500,450000
E09000004,Bexley,E01000440,Bexley 007D,379000,455000
E09000004,Bexley,E01000447,Bexley 023C,333750,390000
E09000005,Brent,E01000475,Brent 029C,412500,470000
E09000005,Brent,E01000501,Brent 011C,321250,315000
E09000005,Brent,E01000502,Brent 011D,420000,
E09000005,Brent,E01000511,Brent 014D,312000,727500
E09000005,Brent,E01000524,Brent 031B,367000,425000
E09000005,Brent,E01000591,Brent 003F,,512500
E09000005,Brent,E01000615,Brent 017B,275000,425000
E09000005,Brent,E01000625,Brent 009E,350000,514000
E09000005,Brent,E01033424,Brent 017F,360000,362000
E09000006,Bromley,E01000646,Bromley 016A,352000,427500
E09000006,Bromley,E01000661,Bromley 026A,347500,317000
E09000006,Bromley,E01000683,Bromley 035C,419000,398500
E09000006,Bromley,E01000710,Bromley 006B,394975,465000
E09000006,Bromley,E01000713,Bromley 012B,445000,367500
E09000006,Bromley,E01000727,Bromley 028A,365000,417500
E09000006,Bromley,E01000823,Bromley 008E,380000,420000
E09000006,Bromley,E01000827,Bromley 021B,467475,655000
E09000006,Bromley,E01000837,Bromley 030D,440000,525000
E09000008,Croydon,E01001016,Croydon 041B,423750,465000
E09000008,Croydon,E01001021,Croydon 044D,341500,447000
E09000008,Croydon,E01001068,Croydon 042A,364000,567500
E09000008,Croydon,E01001139,Croydon 007B,320000,415000
E09000008,Croydon,E01001167,Croydon 028A,320000,450000
E09000009,Ealing,E01001196,Ealing 015A,310000,382500
E09000009,Ealing,E01001217,Ealing 014A,425000,448000
E09000009,Ealing,E01001250,Ealing 028B,425000,392500
E09000009,Ealing,E01001291,Ealing 014C,400000,450000
E09000009,Ealing,E01001295,Ealing 017B,386000,
E09000009,Ealing,E01001319,Ealing 004B,400000,433750
E09000009,Ealing,E01001322,Ealing 004C,330000,475000
E09000009,Ealing,E01001325,Ealing 009A,400000,426000
E09000009,Ealing,E01001360,Ealing 026B,230000,455000
E09000009,Ealing,E01001365,Ealing 026F,344250,
E09000009,Ealing,E01001370,Ealing 037D,365000,347500
E09000010,Enfield,E01001423,Enfield 027A,400000,435000
E09000010,Enfield,E01001428,Enfield 027C,385000,353000
E09000010,Enfield,E01001438,Enfield 007E,310000,372500
E09000010,Enfield,E01001476,Enfield 018A,352500,426000
E09000010,Enfield,E01001501,Enfield 036E,498975,480000
E09000010,Enfield,E01001553,Enfield 037B,,
E09000011,Greenwich,E01001599,Greenwich 032B,445000,415000
E09000011,Greenwich,E01001620,Greenwich 025A,,417000
E09000012,Hackney,E01001726,Hackney 004B,366000,
E09000012,Hackney,E01001798,Hackney 028A,405000,470000
E09000012,Hackney,E01001811,Hackney 002D,,
E09000012,Hackney,E01001812,Hackney 003E,690000,565500
E09000012,Hackney,E01001838,Hackney 019E,402000,390000
E09000014,Haringey,E01001971,Haringey 001B,380000,
E09000014,Haringey,E01002029,Haringey 016B,412250,450000
E09000014,Haringey,E01002067,Haringey 024A,516000,641700
E09000014,Haringey,E01002076,Haringey 015B,380000,438500
E09000014,Haringey,E01002079,Haringey 012C,434250,520000
E09000014,Haringey,E01033085,Haringey 020E,390000,417500
E09000015,Harrow,E01002127,Harrow 023B,537500,376000
E09000016,Havering,E01002259,Havering 018D,405000,412500
E09000016,Havering,E01002274,Havering 014B,320000,455000
E09000016,Havering,E01002287,Havering 023A,375000,400000
E09000016,Havering,E01002289,Havering 022B,420250,412500
E09000016,Havering,E01002296,Havering 007C,359998,414000
E09000016,Havering,E01002341,Havering 008E,365000,440000
E09000016,Havering,E01002378,Havering 010E,372500,415000
E09000016,Havering,E01002381,Havering 012F,418500,446500
E09000016,Havering,E01002382,Havering 014F,350000,367500
E09000017,Hillingdon,E01002398,Hillingdon 021D,270000,
E09000017,Hillingdon,E01002400,Hillingdon 024A,370000,441500
E09000017,Hillingdon,E01002455,Hillingdon 019D,380000,355000
E09000017,Hillingdon,E01002499,Hillingdon 033D,351000,420000
E09000017,Hillingdon,E01002503,Hillingdon 027C,370000,457500
E09000017,Hillingdon,E01002520,Hillingdon 016B,340000,380000
E09000017,Hillingdon,E01002523,Hillingdon 016D,411600,463625
E09000017,Hillingdon,E01002528,Hillingdon 028D,410000,411000
E09000017,Hillingdon,E01002544,Hillingdon 023B,389000,440000
E09000017,Hillingdon,E01002549,Hillingdon 025B,379500,405000
E09000018,Hounslow,E01002555,Hounslow 022A,330000,383500
E09000018,Hounslow,E01002584,Hounslow 013B,,
E09000018,Hounslow,E01002611,Hounslow 024D,395000,345000
E09000018,Hounslow,E01002681,Hounslow 014C,368125,416000
E09000019,Islington,E01002741,Islington 009B,474750,610000
E09000019,Islington,E01002753,Islington 002A,415000,430000
E09000019,Islington,E01002763,Islington 007D,508000,481500
E09000021,Kingston upon Thames,E01002918,Kingston upon Thames 017A,366000,385000
E09000021,Kingston upon Thames,E01002940,Kingston upon Thames 020A,428000,398500
E09000022,Lambeth,E01003092,Lambeth 008C,429000,470000
E09000022,Lambeth,E01003130,Lambeth 026A,434500,426700
E09000022,Lambeth,E01003136,Lambeth 022A,462500,512500
E09000022,Lambeth,E01003147,Lambeth 034E,580000,555000
E09000022,Lambeth,E01003166,Lambeth 028D,425000,455000
E09000023,Lewisham,E01003195,Lewisham 029C,368000,453500
E09000023,Lewisham,E01003221,Lewisham 025C,425000,426250
E09000023,Lewisham,E01003229,Lewisham 019D,385000,410000
E09000023,Lewisham,E01003253,Lewisham 002E,330000,370000
E09000023,Lewisham,E01003255,Lewisham 021B,362500,430000
E09000023,Lewisham,E01003264,Lewisham 031A,304950,331250
E09000023,Lewisham,E01003275,Lewisham 014C,334975,446000
E09000023,Lewisham,E01003291,Lewisham 012D,432000,386000
E09000023,Lewisham,E01003296,Lewisham 012E,325000,328500
E09000023,Lewisham,E01003342,Lewisham 010C,460000,517500
E09000023,Lewisham,E01003348,Lewisham 030B,375000,427100
E09000023,Lewisham,E01003353,Lewisham 030E,415000,450000
E09000024,Merton,E01003369,Merton 005B,409000,469950
E09000024,Merton,E01003375,Merton 022B,310000,392500
E09000024,Merton,E01003386,Merton 013A,335000,492500
E09000024,Merton,E01003408,Merton 012D,342000,390000
E09000024,Merton,E01003416,Merton 017D,410000,420500
E09000024,Merton,E01003429,Merton 019A,385000,450000
E09000025,Newham,E01003518,Newham 032D,355000,345000
E09000025,Newham,E01003529,Newham 010A,280000,
E09000025,Newham,E01003552,Newham 016A,356250,347500
E09000025,Newham,E01003596,Newham 016B,350000,437500
E09000025,Newham,E01003618,Newham 012C,416000,443500
E09000026,Redbridge,E01003659,Redbridge 005C,410000,490000
E09000026,Redbridge,E01003674,Redbridge 007G,360000,333750
E09000026,Redbridge,E01003704,Redbridge 006G,376000,435000
E09000026,Redbridge,E01003716,Redbridge 034D,497000,450000
E09000026,Redbridge,E01003739,Redbridge 031C,427000,367500
E09000026,Redbridge,E01003742,Redbridge 031F,388000,430000
E09000026,Redbridge,E01003751,Redbridge 020A,380000,
E09000026,Redbridge,E01003773,Redbridge 022D,393750,426500
E09000028,Southwark,E01003984,Southwark 023A,430000,416500
E09000028,Southwark,E01004013,Southwark 019D,373000,471000
E09000028,Southwark,E01004036,Southwark 007E,294000,
E09000028,Southwark,E01004038,Southwark 010C,445000,475000
E09000028,Southwark,E01004042,Southwark 010D,360550,
E09000029,Sutton,E01004158,Sutton 018D,310000,361500
E09000029,Sutton,E01004176,Sutton 010E,327500,407500
E09000029,Sutton,E01004192,Sutton 006C,422500,483500
E09000030,Tower Hamlets,E01004207,Tower Hamlets 011A,,497800
E09000030,Tower Hamlets,E01004231,Tower Hamlets 004D,423500,565000
E09000030,Tower Hamlets,E01004259,Tower Hamlets 007A,420000,420000
E09000030,Tower Hamlets,E01004287,Tower Hamlets 016B,358000,570000
E09000030,Tower Hamlets,E01004308,Tower Hamlets 015C,,554250
E09000030,Tower Hamlets,E01032787,Tower Hamlets 011F,378000,
E09000031,Waltham Forest,E01004331,Waltham Forest 028E,445000,485000
E09000031,Waltham Forest,E01004337,Waltham Forest 027B,425000,519000
E09000031,Waltham Forest,E01004342,Waltham Forest 011A,470000,570000
E09000031,Waltham Forest,E01004345,Waltham Forest 010A,460000,475000
E09000031,Waltham Forest,E01004348,Waltham Forest 010B,382500,488250
E09000031,Waltham Forest,E01004365,Waltham Forest 020A,326000,676563
E09000031,Waltham Forest,E01004369,Waltham Forest 023A,414563,462000
E09000031,Waltham Forest,E01004370,Waltham Forest 023B,369995,474000
E09000031,Waltham Forest,E01004389,Waltham Forest 003D,395000,482500
E09000031,Waltham Forest,E01004434,Waltham Forest 026E,260000,525000
E09000031,Waltham Forest,E01004446,Waltham Forest 017E,525000,567000
E09000031,Waltham Forest,E01004448,Waltham Forest 018D,430000,520000
E09000031,Waltham Forest,E01004452,Waltham Forest 005E,375000,440000
E09000031,Waltham Forest,E01004455,Waltham Forest 006D,370000,442500
E09000031,Waltham Forest,E01004471,Waltham Forest 013F,342500,587000
E09000032,Wandsworth,E01004537,Wandsworth 007B,472500,595200
E09000032,Wandsworth,E01004539,Wandsworth 003A,337500,340000
E09000032,Wandsworth,E01004562,Wandsworth 002B,875000,875000
E09000032,Wandsworth,E01004633,Wandsworth 022D,361000,393000
E09000005,Brent,E01000481,Brent 009B,240000,295000
E09000014,Haringey,E01001975,Haringey 001D,399998,468550
E09000032,Wandsworth,E01004541,Wandsworth 007D,395000,445000
E09000017,Hillingdon,E01002427,Hillingdon 018E,397500,456000
E09000006,Bromley,E01000689,Bromley 002A,352000,412000
E09000029,Sutton,E01004081,Sutton 011F,375000,415500
E09000022,Lambeth,E01003133,Lambeth 027C,433500,487500
E09000005,Brent,E01000643,Brent 024D,421000,
E09000003,Barnet,E01000322,Barnet 011E,360000,397500
E09000004,Bexley,E01000420,Bexley 006D,377500,420000
E09000010,Enfield,E01001465,Enfield 031B,425000,425000
E09000021,Kingston upon Thames,E01002939,Kingston upon Thames 018A,375475,385000
E09000026,Redbridge,E01003720,Redbridge 002A,333500,401250
E09000021,Kingston upon Thames,E01002944,Kingston upon Thames 019A,364500,399750
E09000011,Greenwich,E01001648,Greenwich 022C,420000,459000
E09000018,Hounslow,E01002594,Hounslow 024C,385000,362500
E09000029,Sutton,E01004182,Sutton 019E,355000,407500
E09000008,Croydon,E01000992,Croydon 014A,330000,415500
E09000009,Ealing,E01001341,Ealing 005A,,
E09000015,Harrow,E01002150,Harrow 006C,413750,400000
E09000015,Harrow,E01002171,Harrow 033B,482500,581000
E09000017,Hillingdon,E01002406,Hillingdon 027B,379000,447000
E09000019,Islington,E01002713,Islington 015C,470000,610000
E09000021,Kingston upon Thames,E01002919,Kingston upon Thames 017B,266000,395000
E09000021,Kingston upon Thames,E01002987,Kingston upon Thames 011B,400000,412500
E09000023,Lewisham,E01003309,Lewisham 027A,412500,431500
E09000023,Lewisham,E01003326,Lewisham 035A,410000,505000
E09000026,Redbridge,E01003769,Redbridge 022A,249998,470000
E09000028,Southwark,E01004067,Southwark 022E,370000,
E09000029,Sutton,E01004108,Sutton 024C,358500,525000
E09000009,Ealing,E01001294,Ealing 017A,393500,
E09000015,Harrow,E01002236,Harrow 011E,325000,432000
E09000003,Barnet,E01000226,Barnet 018D,350000,380000
E09000010,Enfield,E01001552,Enfield 001D,345000,429000
E09000031,Waltham Forest,E01004449,Waltham Forest 018E,,
E09000003,Barnet,E01000243,Barnet 032C,360000,407500
E09000005,Brent,E01033457,Brent 017G,520000,
